Outcome,AnimalNumber,Species,DateTime
Adoption,A0348,Dog,2025-06-19 10:33:26.685228
Adoption,A0121,Dog,2025-06-19 15:07:26.685228
Adoption,A0033,Dog,2025-06-19 18:06:26.685228
Adoption,A0461,Cat,2025-06-20 14:15:26.685228
Adoption,A0359,Cat,2025-06-20 15:18:26.685228
Adoption,A0296,Dog,2025-06-20 16:53:26.685228
Adoption,A0717,Cat,2025-06-21 08:19:26.685228
Adoption,A0554,Dog,2025-06-21 16:03:26.685228
Adoption,A0532,Dog,2025-06-21 16:55:26.685228
Adoption,A0835,Dog,2025-06-21 17:34:26.685228
Adoption,A0709,Cat,2025-06-21 18:46:26.685228
Adoption,A0998,Dog,2025-06-22 09:44:26.685228
Adoption,A0683,Dog,2025-06-22 10:05:26.685228
Adoption,A0972,Dog,2025-06-22 10:29:26.685228
Adoption,A0237,Cat,2025-06-22 12:43:26.685228
Adoption,A0816,Dog,2025-06-22 12:51:26.685228
Adoption,A0598,Dog,2025-06-22 14:03:26.685228
Adoption,A0488,Cat,2025-06-22 15:36:26.685228
Adoption,A0768,Dog,2025-06-23 12:58:26.685228
Adoption,A0493,Cat,2025-06-23 13:04:26.685228
Adoption,A0941,Dog,2025-06-23 13:29:26.685228
Adoption,A0778,Dog,2025-06-23 15:33:26.685228
Adoption,A0454,Cat,2025-06-23 15:46:26.685228
Adoption,A0133,Dog,2025-06-23 16:00:26.685228
Adoption,A0946,Dog,2025-06-23 20:24:26.685228
Adoption,A0181,Cat,2025-06-24 09:07:26.685228
Adoption,A0571,Dog,2025-06-24 09:41:26.685228
Adoption,A0472,Cat,2025-06-24 09:53:26.685228
Adoption,A0856,Dog,2025-06-24 10:03:26.685228
Adoption,A0906,Dog,2025-06-24 10:13:26.685228
Adoption,A0394,Cat,2025-06-24 10:36:26.685228
Adoption,A0002,Cat,2025-06-24 18:08:26.685228
Adoption,A0579,Other,2025-06-25 09:20:26.685228
Adoption,A0913,Dog,2025-06-25 11:18:26.685228
Adoption,A0330,Cat,2025-06-25 17:26:26.685228
Adoption,A0730,Dog,2025-06-25 18:37:26.685228
